| 002408 | 11.59 | 34 | 78 | 15.57 | -11  | 4.0  | 1.86 | 118 | 6.7 | 11  | 21   | -32     | 31.1 |
| 000546 | 7.12  | 42 | 77 | 10.18 | -18  | 12.0 | 1.63 | 17  | 7.1 | 24  | 28   | -1      | 39.6 |
| 600587 | 30.61 | 23 | 74 | 37.71 | -21  | 4.0  | 1.8  | 137 | 4.6 | 8   | -16  | -24     | 47.1 |
| 000965 | 5.18  | 49 | 74 | 7.76  | -20  | 6.0  | 1.98 | 78  | 8.9 | 17  | 11   | -32     | 25.8 |
| 600133 | 5.76  | 50 | 74 | 8.69  | -22  | 7.0  | 1.53 | 46  | 7.1 | 13  | 12   | -29     | 20.5 |
| 000404 | 5.51  | 48 | 70 | 8.19  | -17  | 8.0  | 1.55 | 40  | 5.8 | 19  | 11   | -12     | 27.1 |
| 002711 | 19.89 | 52 | 70 | 30.42 | -8   | 12.0 | 2.02 | 42  | 2.7 | -71 | 46   | -58     | 37.0 |
| 601211 | 23.29 | 18 | 69 | 27.54 | -99  | 12.0 | 2.54 | 419 | 5.5 | 5   | -12  | 1000000 | 24.8 |
| 000739 | 5.98  | 44 | 69 | 8.66  | -14  | 5.0  | 1.68 | 65  | 4.7 | 13  | 7    | -22     | 47.5 |
