日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量,成交金额
2015-12-23,'399905,中证 500,7773.283,7881.295,7756.328,7859.132,7856.608,-83.325,-1.0606,11816630900,1.86904470878e+11
2015-12-22,'399905,中证 500,7856.608,7856.948,7752.697,7810.996,7788.564,68.044,0.8736,11159250800,1.75826885093e+11
2015-12-21,'399905,中证 500,7788.564,7798.085,7692.096,7698.443,7699.37,89.194,1.1585,11501500300,1.80730410255e+11
2015-12-18,'399905,中证 500,7699.37,7746.512,7650.556,7708.335,7716.246,-16.876,-0.2187,11441690900,1.83995263802e+11
2015-12-17,'399905,中证 500,7716.246,7716.476,7570.67,7570.67,7529.403,186.843,2.4815,13005476500,1.99820574463e+11
2015-12-16,'399905,中证 500,7529.403,7574.649,7503.086,7522.729,7498.181,31.222,0.4164,8535116900,1.38082610031e+11
2015-12-15,'399905,中证 500,7498.181,7534.224,7447.108,7448.714,7441.03,57.151,0.7681,8602149000,1.34207824297e+11
2015-12-14,'399905,中证 500,7441.03,7441.763,7210.41,7224.809,7290.702,150.328,2.0619,7995728800,1.19228862265e+11
2015-12-11,'399905,中证 500,7290.702,7347.36,7253.842,7320.158,7350.21,-59.508,-0.8096,7213228700,1.11880425976e+11
2015-12-10,'399905,中证 500,7350.21,7437.706,7332.98,7374.355,7374.274,-24.064,-0.3263,7899042400,1.29506622913e+11
2015-12-09,'399905,中证 500,7374.274,7431.04,7322.867,7369.108,7404.142,-29.868,-0.4034,8329999100,1.3230127163e+11
2015-12-08,'399905,中证 500,7404.142,7555.463,7398.558,7555.463,7602.228,-198.086,-2.6056,9493882300,1.47230040604e+11
2015-12-07,'399905,中证 500,7602.228,7602.77,7476.191,7526.223,7511.675,90.553,1.2055,9288129600,1.46830353646e+11
2015-12-04,'399905,中证 500,7511.675,7600.343,7464.277,7533.612,7570.508,-58.833,-0.7771,10136253500,1.54876247992e+11
2015-12-03,'399905,中证 500,7570.508,7571.446,7412.655,7413.218,7405.86,164.648,2.2232,9532941200,1.42963965925e+11
2015-12-02,'399905,中证 500,7405.86,7444.222,7201.659,7423.498,7443.945,-38.085,-0.5116,10264747500,1.49757640119e+11
2015-12-01,'399905,中证 500,7443.945,7519.937,7358.365,7403.942,7408.399,35.546,0.4798,11300867900,1.73439123367e+11
2015-11-30,'399905,中证 500,7408.399,7467.467,7035.547,7388.28,7376.124,32.275,0.4376,12923402300,1.96799522008e+11
2015-11-27,'399905,中证 500,7376.124,7852.0,7317.645,7839.312,7874.08,-497.956,-6.324,15297048900,2.3434060209e+11
2015-11-26,'399905,中证 500,7874.08,7974.735,7859.633,7962.169,7922.384,-48.304,-0.6097,14040461500,2.29452321502e+11
2015-11-25,'399905,中证 500,7922.384,7925.536,7795.164,7803.29,7798.498,123.886,1.5886,12443550100,2.06535891531e+11
2015-11-24,'399905,中证 500,7798.498,7799.011,7635.781,7739.09,7744.182,54.316,0.7014,11025855800,1.68541291743e+11
2015-11-23,'399905,中证 500,7744.182,7876.482,7710.054,7816.849,7806.266,-62.084,-0.7953,14238345400,2.27603819179e+11
2015-11-20,'399905,中证 500,7806.266,7844.061,7720.164,7741.677,7718.622,87.644,1.1355,14607617800,2.34536702467e+11
2015-11-19,'399905,中证 500,7718.622,7719.521,7538.281,7552.996,7526.942,191.68,2.5466,11052002500,1.75807200465e+11
2015-11-18,'399905,中证 500,7526.942,7699.609,7504.989,7655.327,7650.381,-123.439,-1.6135,12569000600,1.91824420464e+11
2015-11-17,'399905,中证 500,7650.381,7820.024,7635.924,7787.075,7718.855,-68.474,-0.8871,16275088200,2.58976592754e+11
2015-11-16,'399905,中证 500,7718.855,7719.703,7431.74,7438.405,7567.108,151.747,2.0053,11691995900,1.87602744777e+11
2015-11-13,'399905,中证 500,7567.108,7665.138,7478.413,7601.146,7682.452,-115.344,-1.5014,14755926100,2.31879005774e+11
2015-11-12,'399905,中证 500,7682.452,7739.654,7579.672,7712.636,7684.666,-2.214,-0.0288,16228029300,2.54056873107e+11
2015-11-11,'399905,中证 500,7684.666,7686.302,7556.372,7589.664,7575.008,109.658,1.4476,15208617000,2.27282275299e+11
2015-11-10,'399905,中证 500,7575.008,7633.007,7486.847,7517.408,7543.801,31.207,0.4137,16573754200,2.51903189663e+11
2015-11-09,'399905,中证 500,7543.801,7593.168,7350.861,7415.757,7446.847,96.954,1.3019,17752009700,2.6931395054e+11
2015-11-06,'399905,中证 500,7446.847,7456.236,7284.706,7284.867,7276.451,170.396,2.3417,15269327200,2.25629351098e+11
2015-11-05,'399905,中证 500,7276.451,7364.511,7225.645,7277.096,7267.988,8.463,0.1164,18519177300,2.68748054009e+11
2015-11-04,'399905,中证 500,7267.988,7268.399,6953.867,6953.867,6920.103,347.885,5.0272,13920839700,2.03475230211e+11
2015-11-03,'399905,中证 500,6920.103,6998.051,6860.439,6956.893,6936.432,-16.329,-0.2354,8910533900,1.31475724728e+11
2015-11-02,'399905,中证 500,6936.432,7137.052,6914.147,6936.369,7084.971,-148.539,-2.0965,10720432300,1.57872557428e+11
2015-10-30,'399905,中证 500,7084.971,7185.525,6984.501,7088.806,7108.975,-24.004,-0.3377,11006955200,1.64366270109e+11
2015-10-29,'399905,中证 500,7108.975,7185.207,7011.863,7097.188,7048.895,60.08,0.8523,11074126900,1.62166873668e+11
2015-10-28,'399905,中证 500,7048.895,7270.789,7019.609,7179.988,7231.436,-182.541,-2.5243,13272422000,1.9411870108e+11
2015-10-27,'399905,中证 500,7231.436,7266.777,6900.438,7123.083,7186.755,44.681,0.6217,14744128200,2.10782331638e+11
2015-10-26,'399905,中证 500,7186.755,7233.357,7088.568,7223.155,7138.234,48.521,0.6797,16330471500,2.36116326943e+11
2015-10-23,'399905,中证 500,7138.234,7169.369,6988.551,7015.623,6964.298,173.936,2.4975,15889896200,2.31325502051e+11
2015-10-22,'399905,中证 500,6964.298,6970.676,6700.619,6708.214,6712.739,251.559,3.7475,13547090000,1.84022576283e+11
2015-10-21,'399905,中证 500,6712.739,7186.542,6689.268,7159.132,7162.075,-449.336,-6.2738,17816918100,2.38182075863e+11
2015-10-20,'399905,中证 500,7162.075,7163.261,6996.564,7033.205,7047.372,114.703,1.6276,13806279100,1.91314747784e+11
2015-10-19,'399905,中证 500,7047.372,7113.663,6951.799,7072.359,7047.56,-0.188,-0.0027,15600793200,2.13219886109e+11
2015-10-16,'399905,中证 500,7047.56,7052.141,6883.199,6979.677,6929.237,118.323,1.7076,16450996900,2.14655812656e+11
2015-10-15,'399905,中证 500,6929.237,6929.476,6694.067,6694.067,6724.496,204.741,3.0447,13179506700,1.76735004063e+11
2015-10-14,'399905,中证 500,6724.496,6842.874,6709.345,6772.458,6802.077,-77.581,-1.1405,12588245000,1.62532619309e+11
2015-10-13,'399905,中证 500,6802.077,6816.776,6650.615,6672.661,6718.722,83.355,1.2406,13297752200,1.67008508624e+11
2015-10-12,'399905,中证 500,6718.722,6788.399,6501.759,6505.912,6470.051,248.671,3.8434,15361987700,1.94872549236e+11
2015-10-09,'399905,中证 500,6470.051,6495.293,6353.042,6369.752,6372.492,97.559,1.5309,9971166500,1.2266645334e+11
2015-10-08,'399905,中证 500,6372.492,6409.741,6281.531,6322.535,6123.727,248.765,4.0623,9490731900,1.17653246783e+11
2015-09-30,'399905,中证 500,6123.727,6165.746,6066.834,6139.14,6103.606,20.121,0.3297,5649767100,69580036129.0
2015-09-29,'399905,中证 500,6103.606,6183.827,6065.854,6114.48,6219.692,-116.086,-1.8664,6857949400,81630154383.0
2015-09-28,'399905,中证 500,6219.692,6221.01,6020.457,6118.226,6108.376,111.316,1.8224,6773715800,81183133597.0
2015-09-25,'399905,中证 500,6108.376,6336.429,6064.723,6294.202,6315.11,-206.734,-3.2736,9894203200,1.15277170384e+11
2015-09-24,'399905,中证 500,6315.11,6324.314,6227.39,6250.088,6224.601,90.509,1.4541,9329019100,1.11994625943e+11
2015-09-23,'399905,中证 500,6224.601,6302.644,6162.972,6192.326,6295.926,-71.325,-1.1329,10124732500,1.21883142432e+11
2015-09-22,'399905,中证 500,6295.926,6362.048,6215.572,6264.057,6250.439,45.487,0.7277,11868962500,1.42488548295e+11
2015-09-21,'399905,中证 500,6250.439,6251.618,5943.59,5966.294,6036.881,213.558,3.5376,10543393000,1.23113395119e+11
2015-09-18,'399905,中证 500,6036.881,6073.55,5934.096,6007.459,5965.409,71.472,1.1981,8365211000,94611596751.0
2015-09-17,'399905,中证 500,5965.409,6242.248,5965.409,6057.868,6084.837,-119.428,-1.9627,12783572900,1.45294763247e+11
2015-09-16,'399905,中证 500,6084.837,6107.371,5704.122,5722.531,5708.03,376.807,6.6013,10495292200,1.1335009487e+11
2015-09-15,'399905,中证 500,5708.03,5996.217,5689.971,5886.268,6049.79,-341.76,-5.6491,9342742600,97459797317.0
2015-09-14,'399905,中证 500,6049.79,6554.384,6018.444,6535.263,6493.319,-443.529,-6.8305,11911366500,1.38102009146e+11
2015-09-11,'399905,中证 500,6493.319,6523.19,6385.309,6423.521,6440.309,53.01,0.8231,9257202800,1.13349226594e+11
2015-09-10,'399905,中证 500,6440.309,6565.162,6407.119,6434.531,6551.007,-110.698,-1.6898,10641517900,1.29231793296e+11
2015-09-09,'399905,中证 500,6551.007,6609.943,6380.25,6408.671,6374.855,176.152,2.7632,15009782600,1.85118480389e+11
2015-09-08,'399905,中证 500,6374.855,6387.361,6014.568,6096.014,6143.557,231.298,3.7649,8550983700,99580930223.0
2015-09-07,'399905,中证 500,6143.557,6379.198,6094.49,6187.69,6122.553,21.004,0.3431,10244707000,1.23125437096e+11
2015-09-02,'399905,中证 500,6122.553,6314.29,5866.664,5878.207,6169.207,-46.654,-0.7562,11503272300,1.30640199083e+11
2015-09-01,'399905,中证 500,6169.207,6507.875,6161.032,6507.875,6581.313,-412.106,-6.2618,9866792900,1.12818462238e+11
2015-08-31,'399905,中证 500,6581.313,6791.419,6578.354,6791.419,6842.894,-261.581,-3.8227,11625855100,1.48296837948e+11
2015-08-28,'399905,中证 500,6842.894,6844.451,6512.697,6554.755,6456.055,386.839,5.9919,14275851600,1.78364904066e+11
2015-08-27,'399905,中证 500,6456.055,6457.864,6099.167,6344.955,6238.526,217.529,3.4869,12493233800,1.48108251802e+11
2015-08-26,'399905,中证 500,6238.526,6687.527,6165.107,6470.002,6481.412,-242.886,-3.7474,14919720900,1.78116573174e+11
2015-08-25,'399905,中证 500,6481.412,6666.81,6467.814,6496.107,7006.189,-524.777,-7.4902,10416229100,1.27802811339e+11
2015-08-24,'399905,中证 500,7006.189,7292.771,7003.655,7255.295,7612.902,-606.713,-7.9695,9219222300,1.23506310398e+11
2015-08-21,'399905,中证 500,7612.902,8006.293,7583.704,7884.305,8049.512,-436.61,-5.4241,13456109300,1.93789999182e+11
2015-08-20,'399905,中证 500,8049.512,8376.665,8049.512,8255.931,8340.983,-291.471,-3.4944,13831446700,2.15501673923e+11
2015-08-19,'399905,中证 500,8340.983,8404.941,7667.319,7865.635,8161.269,179.714,2.202,16262225000,2.47735547201e+11
2015-08-18,'399905,中证 500,8161.269,8858.33,8140.91,8842.162,8820.457,-659.188,-7.4734,18439570000,2.95325451887e+11
2015-08-17,'399905,中证 500,8820.457,8820.983,8582.829,8613.286,8625.242,195.215,2.2633,16201328100,2.64346701634e+11
2015-08-14,'399905,中证 500,8625.242,8717.069,8548.337,8599.774,8534.429,90.813,1.0641,16071307300,2.62365904873e+11
2015-08-13,'399905,中证 500,8534.429,8535.368,8237.892,8287.771,8336.337,198.092,2.3762,13365028400,2.16706928139e+11
2015-08-12,'399905,中证 500,8336.337,8490.27,8320.054,8342.606,8435.327,-98.99,-1.1735,13268064600,2.17931592252e+11
2015-08-11,'399905,中证 500,8435.327,8551.529,8356.523,8402.319,8394.086,41.241,0.4913,16243482500,2.63074578261e+11
2015-08-10,'399905,中证 500,8394.086,8437.915,8079.877,8106.12,8013.319,380.767,4.7517,14531737000,2.30799530818e+11
2015-08-07,'399905,中证 500,8013.319,8015.366,7855.684,7874.416,7792.028,221.291,2.84,10946966300,1.70596071393e+11
2015-08-06,'399905,中证 500,7792.028,7891.564,7633.289,7660.583,7839.338,-47.31,-0.6035,9005828000,1.37351466599e+11
2015-08-05,'399905,中证 500,7839.338,8047.696,7773.924,7933.317,7942.095,-102.757,-1.2938,11999976700,1.86153219755e+11
2015-08-04,'399905,中证 500,7942.095,7942.268,7532.829,7548.029,7540.205,401.89,5.33,11718032000,1.75497238377e+11
2015-08-03,'399905,中证 500,7540.205,7658.173,7370.043,7605.895,7727.061,-186.856,-2.4182,11236458900,1.65121586439e+11
2015-07-31,'399905,中证 500,7727.061,7876.645,7634.538,7692.478,7800.58,-73.519,-0.9425,10783413600,1.69763023826e+11
2015-07-30,'399905,中证 500,7800.58,8174.701,7766.462,7979.569,8022.796,-222.216,-2.7698,14192870000,2.28327429649e+11
2015-07-29,'399905,中证 500,8022.796,8024.577,7472.633,7765.949,7649.82,372.976,4.8756,13274524500,2.07022688446e+11
2015-07-28,'399905,中证 500,7649.82,7893.938,7261.607,7514.148,7794.181,-144.361,-1.8522,18029433000,2.65548850716e+11
2015-07-27,'399905,中证 500,7794.181,8493.348,7791.6,8240.678,8425.074,-630.893,-7.4883,17174004300,2.77807584726e+11
2015-07-24,'399905,中证 500,8425.074,8706.252,8348.418,8580.647,8551.991,-126.917,-1.4841,19694787500,3.19783661632e+11
2015-07-23,'399905,中证 500,8551.991,8585.801,8288.842,8330.47,8320.236,231.755,2.7854,17749496600,2.73744551495e+11
2015-07-22,'399905,中证 500,8320.236,8354.385,8075.595,8207.173,8220.463,99.773,1.2137,16116584700,2.50461708056e+11
2015-07-21,'399905,中证 500,8220.463,8291.927,7937.629,8011.904,8116.496,103.967,1.2809,14309759300,2.22962314892e+11
2015-07-20,'399905,中证 500,8116.496,8250.398,7931.651,8025.104,7994.697,121.799,1.5235,16213184000,2.52542559295e+11
2015-07-17,'399905,中证 500,7994.697,8050.728,7620.162,7629.782,7578.759,415.938,5.4882,13937737000,2.08394145742e+11
2015-07-16,'399905,中证 500,7578.759,7729.697,7078.71,7342.831,7405.295,173.464,2.3424,14201307900,2.00520466124e+11
2015-07-15,'399905,中证 500,7405.295,7837.844,7391.96,7836.084,7859.057,-453.762,-5.7737,16426765800,2.31734125045e+11
2015-07-14,'399905,中证 500,7859.057,8076.191,7772.393,7853.997,7695.635,163.422,2.1236,16738370300,2.49877916438e+11
2015-07-13,'399905,中证 500,7695.635,7695.669,7502.551,7563.38,7244.784,450.851,6.2231,12457767900,1.74731605977e+11
2015-07-10,'399905,中证 500,7244.784,7245.328,7081.354,7101.818,6896.352,348.432,5.0524,7214119400,92427698864.0
2015-07-09,'399905,中证 500,6896.352,6896.493,6525.121,6525.121,6602.374,293.978,4.4526,9581574700,1.13774457717e+11
2015-07-08,'399905,中证 500,6602.374,6702.279,6444.248,6444.667,6763.526,-161.152,-2.3827,27534075900,3.06332690164e+11
2015-07-07,'399905,中证 500,6763.526,7030.978,6763.118,6977.548,7235.999,-472.473,-6.5295,11411596100,1.30756874731e+11
2015-07-06,'399905,中证 500,7235.999,7842.429,6883.614,7842.429,7355.491,-119.492,-1.6245,23075438500,2.95173221184e+11
2015-07-03,'399905,中证 500,7355.491,7930.146,7249.309,7530.265,7835.104,-479.613,-6.1213,15610599300,2.11908122079e+11
2015-07-02,'399905,中证 500,7835.104,8433.524,7787.099,8369.492,8411.91,-576.806,-6.857,15697383500,2.36427497483e+11
2015-07-01,'399905,中证 500,8411.91,9103.093,8385.433,8808.514,8906.02,-494.11,-5.548,17129742600,2.87642385805e+11
2015-06-30,'399905,中证 500,8906.02,8912.397,7882.329,8302.181,8484.643,421.377,4.9663,19556853500,3.06723439347e+11
2015-06-29,'399905,中证 500,8484.643,9281.172,8339.33,9267.028,9078.065,-593.422,-6.5369,18165277800,2.91293816729e+11
2015-06-26,'399905,中证 500,9078.065,9603.127,9059.358,9571.555,9906.104,-828.039,-8.3589,14507658600,2.47206315502e+11
2015-06-25,'399905,中证 500,9906.104,10343.05,9771.89,10298.56,10267.63,-361.526,-3.521,16407338300,3.14829259196e+11
2015-06-24,'399905,中证 500,10267.63,10271.23,9950.618,10136.25,10046.88,220.75,2.1972,15820943900,3.00642771685e+11
2015-06-23,'399905,中证 500,10046.88,10074.83,9333.91,9951.782,9987.407,59.473,0.5955,14104583900,2.55196431887e+11
2015-06-19,'399905,中证 500,9987.407,10601.04,9968.992,10475.92,10731.38,-743.973,-6.9327,13784861100,2.60339529543e+11
2015-06-18,'399905,中证 500,10731.38,11178.32,10714.33,11093.3,11100.55,-369.17,-3.3257,15435193900,3.07393311194e+11
2015-06-17,'399905,中证 500,11100.55,11133.11,10497.69,10865.39,10879.84,220.71,2.0286,16003958700,3.21536145071e+11
2015-06-16,'399905,中证 500,10879.84,11205.75,10768.62,11205.75,11332.89,-453.05,-3.9977,17950384100,3.62990370958e+11
2015-06-15,'399905,中证 500,11332.89,11616.35,11304.04,11589.95,11545.89,-213.0,-1.8448,20587737900,4.25890897184e+11
2015-06-12,'399905,中证 500,11545.89,11616.38,11400.65,11424.33,11366.29,179.6,1.5801,21065558700,4.25433231496e+11
2015-06-11,'399905,中证 500,11366.29,11367.63,11155.95,11220.07,11208.06,158.23,1.4118,19036798100,3.8179854381e+11
2015-06-10,'399905,中证 500,11208.06,11319.9,10830.33,10947.49,11013.74,194.32,1.7643,18459036400,3.75121156378e+11
2015-06-09,'399905,中证 500,11013.74,11089.2,10861.58,11009.88,11030.92,-17.18,-0.1557,18518446900,3.65243116871e+11
2015-06-08,'399905,中证 500,11030.92,11157.18,10860.39,11157.18,11144.52,-113.6,-1.0193,23563058100,4.57818555545e+11
2015-06-05,'399905,中证 500,11144.52,11236.15,10887.17,11117.36,10965.41,179.11,1.6334,24887460000,4.84267027835e+11
2015-06-04,'399905,中证 500,10965.41,11023.34,10269.04,10986.42,10979.99,-14.58,-0.1328,21146018900,4.16105854537e+11
2015-06-03,'399905,中证 500,10979.99,11055.21,10674.07,10973.96,10886.4,93.59,0.8597,20905957000,4.22516264097e+11
2015-06-02,'399905,中证 500,10886.4,10887.88,10541.28,10592.75,10488.31,398.09,3.7956,21323422500,4.13213449136e+11
2015-06-01,'399905,中证 500,10488.31,10488.89,10067.53,10067.53,9966.845,521.465,5.232,18601613600,3.52129991083e+11
2015-05-29,'399905,中证 500,9966.845,10140.1,9433.088,9846.389,9868.424,98.421,0.9973,19877263800,3.65693602561e+11
2015-05-28,'399905,中证 500,9868.424,10637.91,9860.554,10501.36,10497.34,-628.916,-5.9912,25809407500,4.84525592023e+11
2015-05-27,'399905,中证 500,10497.34,10539.75,10192.18,10421.3,10373.58,123.76,1.193,23261218000,4.48444546291e+11
2015-05-26,'399905,中证 500,10373.58,10373.84,10046.24,10117.73,10040.09,333.49,3.3216,23851427600,4.54167426028e+11
2015-05-25,'399905,中证 500,10040.09,10040.71,9659.316,9717.511,9778.171,261.919,2.6786,22846395400,4.15725085212e+11
2015-05-22,'399905,中证 500,9778.171,9821.811,9547.422,9756.529,9619.223,158.948,1.6524,22250787200,4.08872004093e+11
2015-05-21,'399905,中证 500,9619.223,9620.095,9320.23,9320.842,9277.331,341.892,3.6852,18717799200,3.39920131722e+11
2015-05-20,'399905,中证 500,9277.331,9429.22,9173.403,9176.026,9124.833,152.498,1.6712,19095596700,3.41437208676e+11
2015-05-19,'399905,中证 500,9124.833,9125.515,8904.189,8927.387,8903.595,221.238,2.4848,15175459200,2.70857991882e+11
2015-05-18,'399905,中证 500,8903.595,8929.944,8698.898,8725.41,8742.885,160.71,1.8382,14044539000,2.55350811844e+11
2015-05-15,'399905,中证 500,8742.885,8828.115,8626.229,8790.006,8813.393,-70.508,-0.8,14371357700,2.56824534229e+11
2015-05-14,'399905,中证 500,8813.393,8878.47,8725.297,8829.827,8824.929,-11.536,-0.1307,14901785300,2.7216750694e+11
2015-05-13,'399905,中证 500,8824.929,8909.575,8643.43,8719.584,8745.678,79.251,0.9062,17498644100,3.17305028687e+11
2015-05-12,'399905,中证 500,8745.678,8746.21,8564.663,8595.08,8558.218,187.46,2.1904,16584906300,3.01031750446e+11
2015-05-11,'399905,中证 500,8558.218,8558.801,8242.098,8292.625,8201.293,356.925,4.3521,14857231000,2.68455218775e+11
2015-05-08,'399905,中证 500,8201.293,8201.804,7983.826,7989.339,7903.478,297.815,3.7682,11888757400,2.0315365322e+11
2015-05-07,'399905,中证 500,7903.478,8076.23,7886.362,8043.008,8082.999,-179.521,-2.221,11257094100,1.79222925143e+11
2015-05-06,'399905,中证 500,8082.999,8359.296,8012.483,8220.597,8199.344,-116.345,-1.419,12931393500,2.19298265969e+11
2015-05-05,'399905,中证 500,8199.344,8501.119,8160.656,8501.119,8510.481,-311.137,-3.6559,14422427500,2.37914882236e+11
2015-05-04,'399905,中证 500,8510.481,8532.654,8381.373,8493.963,8469.673,40.808,0.4818,13620460100,2.35268989084e+11
2015-04-30,'399905,中证 500,8469.673,8551.465,8458.601,8460.394,8428.254,41.419,0.4914,14665389100,2.52898934988e+11
2015-04-29,'399905,中证 500,8428.254,8449.701,8204.73,8248.315,8266.483,161.771,1.957,14507472700,2.48413782288e+11
2015-04-28,'399905,中证 500,8266.483,8543.33,8187.155,8533.673,8513.016,-246.533,-2.896,18425762500,3.03637308443e+11
2015-04-27,'399905,中证 500,8513.016,8576.483,8413.234,8503.57,8419.095,93.921,1.1156,18568553100,3.07313974984e+11
2015-04-24,'399905,中证 500,8419.095,8453.341,8256.2,8321.328,8410.703,8.392,0.0998,18352767600,3.04027512457e+11
2015-04-23,'399905,中证 500,8410.703,8447.925,8275.126,8371.85,8323.427,87.276,1.0486,19799496300,3.22874340203e+11
2015-04-22,'399905,中证 500,8323.427,8333.821,8179.302,8180.116,8112.687,210.74,2.5977,19915692200,3.18652486694e+11
2015-04-21,'399905,中证 500,8112.687,8113.021,7846.614,7852.515,7839.901,272.786,3.4795,16981040900,2.72448488963e+11
